i,Province_State,Confirmed,Deaths,FIPS,Mortality_Rate,Date
903,Oklahoma,72284,924,40,1.278291185,9/16/20
904,Oregon,29850,521,41,1.745393635,9/16/20
905,Pennsylvania,151850,7882,42,5.190648666,9/16/20
906,Rhode Island,23358,1081,44,4.627964723,9/16/20
907,South Carolina,134122,3132,45,2.335187367,9/16/20
908,South Dakota,17291,192,46,1.110404257,9/16/20
909,Tennessee,177087,2151,47,1.214657202,9/16/20
910,Texas,700902,14749,48,2.115076341,9/16/20
911,Utah,59747,437,49,0.731417477,9/16/20
912,Vermont,1702,58,50,3.407755582,9/16/20
913,Virginia,136359,2884,51,2.114934431,9/16/20
914,Washington,80812,2020,53,2.499628768,9/16/20
915,West Virginia,13202,293,54,2.219360703,9/16/20
916,Wisconsin,92712,1228,55,1.331394655,9/16/20
917,Wyoming,4566,50,56,1.095050372,9/16/20
918,Alabama,141454,2401,1,1.693743519,9/17/20
919,Alaska,6537,44,2,0.673091632,9/17/20
920,Arizona,211660,5409,4,2.555513559,9/17/20
921,Arkansas,73211,1166,5,1.592656841,9/17/20
922,California,775037,14804,6,1.910102356,9/17/20
923,Colorado,63145,2006,8,3.177821782,9/17/20
924,Connecticut,55386,4488,9,8.103130755,9/17/20
925,Delaware,19318,619,10,3.204265452,9/17/20
926,District of Columbia,14790,619,11,4.185260311,9/17/20
927,Florida,674456,13086,12,1.940230349,9/17/20
928,Georgia,300903,6474,13,2.151523913,9/17/20
929,Hawaii,11105,107,15,0.963529941,9/17/20
930,Idaho,36489,434,16,1.189399545,9/17/20
931,Illinois,270294,8624,17,3.190599865,9/17/20
932,Indiana,108646,3478,18,3.201222318,9/17/20
933,Iowa,77204,1250,19,1.619087094,9/17/20
934,Kansas,51164,586,20,1.137518568,9/17/20
935,Kentucky,59370,1093,21,1.840997137,9/17/20
936,Louisiana,159304,5313,22,3.335132828,9/17/20
937,Maine,4962,138,23,2.781136638,9/17/20
938,Maryland,118519,3861,24,3.257705516,9/17/20
939,Massachusetts,126128,9260,25,7.341748065,9/17/20
940,Michigan,126722,6955,26,5.488391913,9/17/20
